"sentence","verb","frame","voice","polarity","conditional","Mean","low.ci","high.ci","SD","C"
"A particular person wasn\'t allowed to do a particular thing.","allow","to_VPeventive","passive","negative","False",0.15,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t allowed to have a particular thing.","allow","to_VPstative","passive","negative","False",0.3,0.2,0.2,0.349602949390051,10
"A particular person wasn\'t amazed to do a particular thing.","amaze","to_VPeventive","passive","negative","False",0.85,0.15,0.101249999999999,0.241522945769824,10
"A particular person wasn\'t amazed to have a particular thing.","amaze","to_VPstative","passive","negative","False",1,0,0,0,10
"A particular person wasn\'t amused to do a particular thing.","amuse","to_VPeventive","passive","negative","False",0.75,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t amused to have a particular thing.","amuse","to_VPstative","passive","negative","False",0.75,0.2,0.2,0.353553390593274,10
"A particular person wasn\'t angered to do a particular thing.","anger","to_VPeventive","passive","negative","False",0.6,0.25,0.25,0.394405318873308,10
"A particular person wasn\'t anguished to have a particular thing.","anguish","to_VPstative","passive","negative","False",0.7,0.2,0.2,0.349602949390051,10
"A particular person wasn\'t annoyed to do a particular thing.","annoy","to_VPeventive","passive","negative","False",0.9,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t annoyed to have a particular thing.","annoy","to_VPstative","passive","negative","False",0.944444444444444,0.111111111111111,0.0555555555555556,0.166666666666667,9
"A particular person wasn\'t appalled to do a particular thing.","appall","to_VPeventive","passive","negative","False",0.9,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t appeased to do a particular thing.","appease","to_VPeventive","passive","negative","False",0.666666666666667,0.222222222222222,0.222222222222222,0.353553390593274,9
"A particular person wasn\'t appeased to have a particular thing.","appease","to_VPstative","passive","negative","False",0.75,0.2,0.15,0.353553390593274,10
"A particular person wasn\'t appointed to do a particular thing.","appoint","to_VPeventive","passive","negative","False",0.35,0.15,0.1,0.241522945769824,10
"A particular person wasn\'t appointed to have a particular thing.","appoint","to_VPstative","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t approached to do a particular thing.","approach","to_VPeventive","passive","negative","False",0.222222222222222,0.166666666666667,0.166666666666667,0.263523138347365,9
"A particular person wasn\'t approved to do a particular thing.","approve","to_VPeventive","passive","negative","False",0.4,0.2,0.2,0.316227766016838,10
"A particular person wasn\'t approved to have a particular thing.","approve","to_VPstative","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t aroused to do a particular thing.","arouse","to_VPeventive","passive","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t arranged to do a particular thing.","arrange","to_VPeventive","passive","negative","False",0.2,0.2,0.25,0.349602949390051,10
"A particular person wasn\'t asked to do a particular thing.","ask","to_VPeventive","passive","negative","False",0.25,0.2,0.2,0.353553390593274,10
"A particular person wasn\'t assessed to have a particular thing.","assess","to_VPstative","passive","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t assigned to do a particular thing.","assign","to_VPeventive","passive","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t assigned to have a particular thing.","assign","to_VPstative","passive","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t assumed to do a particular thing.","assume","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t assumed to have a particular thing.","assume","to_VPstative","passive","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t assured to have a particular thing.","assure","to_VPstative","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t astonished to have a particular thing.","astonish","to_VPstative","passive","negative","False",0.75,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t astounded to have a particular thing.","astound","to_VPstative","passive","negative","False",0.85,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t audited to do a particular thing.","audit","to_VPeventive","passive","negative","False",0.222222222222222,0.166666666666667,0.166666666666667,0.263523138347365,9
"A particular person wasn\'t authorized to do a particular thing.","authorize","to_VPeventive","passive","negative","False",0.5,0.2,0.2,0.333333333333333,10
"A particular person wasn\'t authorized to have a particular thing.","authorize","to_VPstative","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t awed to have a particular thing.","awe","to_VPstative","passive","negative","False",0.777777777777778,0.166666666666667,0.166666666666667,0.263523138347365,9
"A particular person wasn\'t badgered to do a particular thing.","badger","to_VPeventive","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t baffled to do a particular thing.","baffle","to_VPeventive","passive","negative","False",0.6,0.1,0.15,0.210818510677892,10
"A particular person wasn\'t believed to do a particular thing.","believe","to_VPeventive","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t believed to have a particular thing.","believe","to_VPstative","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t blamed to have a particular thing.","blame","to_VPstative","passive","negative","False",0.6,0.1,0.15,0.210818510677892,10
"A particular person wasn\'t blessed to have a particular thing.","bless","to_VPstative","passive","negative","False",0.25,0.2,0.2,0.353553390593274,10
"A particular person wasn\'t borne to do a particular thing.","bear","to_VPeventive","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t bothered to do a particular thing.","bother","to_VPeventive","passive","negative","False",0.45,0.25,0.25,0.437797517885457,10
"A particular person wasn\'t bought to do a particular thing.","buy","to_VPeventive","passive","negative","False",0.5,0.15,0.15,0.235702260395516,10
"A particular person wasn\'t bribed to do a particular thing.","bribe","to_VPeventive","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t briefed to do a particular thing.","brief","to_VPeventive","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t broadcasted to have a particular thing.","broadcast","to_VPstative","passive","negative","False",0.5,0.15,0.15,0.235702260395516,10
"A particular person wasn\'t bugged to do a particular thing.","bug","to_VPeventive","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t bugged to have a particular thing.","bug","to_VPstative","passive","negative","False",0.555555555555556,0.166666666666667,0.166666666666667,0.300462606288666,9
"A particular person wasn\'t bullied to do a particular thing.","bully","to_VPeventive","passive","negative","False",0.55,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t bullshitted to do a particular thing.","bullshit","to_VPeventive","passive","negative","False",0.25,0.2,0.201249999999999,0.353553390593274,10
"A particular person wasn\'t bullshitted to have a particular thing.","bullshit","to_VPstative","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t cajoled to do a particular thing.","cajole","to_VPeventive","passive","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t cajoled to have a particular thing.","cajole","to_VPstative","passive","negative","False",0.4,0.2,0.2,0.316227766016838,10
"A particular person wasn\'t calculated to have a particular thing.","calculate","to_VPstative","passive","negative","False",0.2,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t called to do a particular thing.","call","to_VPeventive","passive","negative","False",0.2,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t categorized to have a particular thing.","categorize","to_VPstative","passive","negative","False",0.2,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t cautioned to do a particular thing.","caution","to_VPeventive","passive","negative","False",0.5,0.2,0.2,0.333333333333333,10
"A particular person wasn\'t certified to do a particular thing.","certify","to_VPeventive","passive","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t certified to have a particular thing.","certify","to_VPstative","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t challenged to do a particular thing.","challenge","to_VPeventive","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t challenged to have a particular thing.","challenge","to_VPstative","passive","negative","False",0.45,0.2,0.2,0.368932393686311,10
"A particular person wasn\'t characterized to have a particular thing.","characterize","to_VPstative","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t charged to do a particular thing.","charge","to_VPeventive","passive","negative","False",0.55,0.2,0.2,0.368932393686311,10
"A particular person wasn\'t charmed to have a particular thing.","charm","to_VPstative","passive","negative","False",0.6,0.25,0.2,0.394405318873308,10
"A particular person wasn\'t chosen to do a particular thing.","choose","to_VPeventive","passive","negative","False",0.1,0.1,0.15,0.210818510677892,10
"A particular person wasn\'t chosen to have a particular thing.","choose","to_VPstative","passive","negative","False",0.277777777777778,0.222222222222222,0.222222222222222,0.363241578628389,9
"A particular person wasn\'t chronicled to do a particular thing.","chronicle","to_VPeventive","passive","negative","False",0.3,0.2,0.2,0.349602949390051,10
"A particular person wasn\'t clarified to have a particular thing.","clarify","to_VPstative","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t cleared to do a particular thing.","clear","to_VPeventive","passive","negative","False",0.4,0.2,0.2,0.316227766016838,10
"A particular person wasn\'t cleared to have a particular thing.","clear","to_VPstative","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t coached to do a particular thing.","coach","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t coached to have a particular thing.","coach","to_VPstative","passive","negative","False",0.55,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t coerced to do a particular thing.","coerce","to_VPeventive","passive","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t comforted to have a particular thing.","comfort","to_VPstative","passive","negative","False",0.8,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t commanded to do a particular thing.","command","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t commanded to have a particular thing.","command","to_VPstative","passive","negative","False",0.55,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t commended to do a particular thing.","commend","to_VPeventive","passive","negative","False",0.45,0.2,0.2,0.368932393686311,10
"A particular person wasn\'t commissioned to do a particular thing.","commission","to_VPeventive","passive","negative","False",0.25,0.25,0.25,0.424918292799399,10
"A particular person wasn\'t compelled to do a particular thing.","compel","to_VPeventive","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t compelled to have a particular thing.","compel","to_VPstative","passive","negative","False",0.2,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t concealed to do a particular thing.","conceal","to_VPeventive","passive","negative","False",0.4,0.2,0.15,0.316227766016838,10
"A particular person wasn\'t concerned to have a particular thing.","concern","to_VPstative","passive","negative","False",0.6,0.25,0.2,0.394405318873308,10
"A particular person wasn\'t concluded to have a particular thing.","conclude","to_VPstative","passive","negative","False",0.15,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t condemned to do a particular thing.","condemn","to_VPeventive","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t confirmed to do a particular thing.","confirm","to_VPeventive","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t confirmed to have a particular thing.","confirm","to_VPstative","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t congratulated to have a particular thing.","congratulate","to_VPstative","passive","negative","False",0.6,0.25,0.2,0.394405318873308,10
"A particular person wasn\'t considered to do a particular thing.","consider","to_VPeventive","passive","negative","False",0.35,0.15,0.1,0.241522945769824,10
"A particular person wasn\'t considered to have a particular thing.","consider","to_VPstative","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t consoled to do a particular thing.","console","to_VPeventive","passive","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t consulted to do a particular thing.","consult","to_VPeventive","passive","negative","False",0.277777777777778,0.166666666666667,0.111111111111111,0.263523138347365,9
"A particular person wasn\'t contacted to do a particular thing.","contact","to_VPeventive","passive","negative","False",0.3,0.2,0.2,0.34960294939005,10
"A particular person wasn\'t contemplated to have a particular thing.","contemplate","to_VPstative","passive","negative","False",0.5,0.15,0.15,0.235702260395516,10
"A particular person wasn\'t contented to do a particular thing.","content","to_VPeventive","passive","negative","False",0.65,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t contented to have a particular thing.","content","to_VPstative","passive","negative","False",0.777777777777778,0.222222222222222,0.222222222222222,0.363241578628389,9
"A particular person wasn\'t contracted to do a particular thing.","contract","to_VPeventive","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t controlled to do a particular thing.","control","to_VPeventive","passive","negative","False",0.5,0,0,0,9
"A particular person wasn\'t conveyed to do a particular thing.","convey","to_VPeventive","passive","negative","False",0.5,0.15,0.1,0.235702260395516,10
"A particular person wasn\'t convinced to do a particular thing.","convince","to_VPeventive","passive","negative","False",0.1,0.1,0.15,0.210818510677892,10
"A particular person wasn\'t convinced to have a particular thing.","convince","to_VPstative","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t corrected to do a particular thing.","correct","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t counselled to do a particular thing.","counsel","to_VPeventive","passive","negative","False",0.55,0.2,0.15,0.283823106098773,10
"A particular person wasn\'t crushed to have a particular thing.","crush","to_VPstative","passive","negative","False",0.65,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t curst to do a particular thing.","curse","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t dared to do a particular thing.","dare","to_VPeventive","passive","negative","False",0.45,0.2,0.2,0.368932393686311,10
"A particular person wasn\'t deceived to do a particular thing.","deceive","to_VPeventive","passive","negative","False",0.388888888888889,0.222222222222222,0.222222222222222,0.333333333333333,9
"A particular person wasn\'t declared to have a particular thing.","declare","to_VPstative","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t declined to have a particular thing.","decline","to_VPstative","passive","negative","False",0.65,0.1,0.15,0.241522945769824,10
"A particular person wasn\'t decreed to do a particular thing.","decree","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t decreed to have a particular thing.","decree","to_VPstative","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t deemed to do a particular thing.","deem","to_VPeventive","passive","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t deemed to have a particular thing.","deem","to_VPstative","passive","negative","False",0.222222222222222,0.166666666666667,0.166666666666667,0.263523138347365,9
"A particular person wasn\'t delighted to do a particular thing.","delight","to_VPeventive","passive","negative","False",0.65,0.10125,0.15,0.241522945769824,10
"A particular person wasn\'t delighted to have a particular thing.","delight","to_VPstative","passive","negative","False",1,0,0,0,10
"A particular person wasn\'t demanded to do a particular thing.","demand","to_VPeventive","passive","negative","False",0.5,0.15,0.15,0.235702260395516,10
"A particular person wasn\'t demonstrated to have a particular thing.","demonstrate","to_VPstative","passive","negative","False",0.15,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t depicted to do a particular thing.","depict","to_VPeventive","passive","negative","False",0.5,0.15,0.15,0.235702260395516,10
"A particular person wasn\'t depicted to have a particular thing.","depict","to_VPstative","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t described to do a particular thing.","describe","to_VPeventive","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t described to have a particular thing.","describe","to_VPstative","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t designated to do a particular thing.","designate","to_VPeventive","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t designated to have a particular thing.","designate","to_VPstative","passive","negative","False",0.5,0.2,0.2,0.333333333333333,10
"A particular person wasn\'t desired to have a particular thing.","desire","to_VPstative","passive","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t determined to do a particular thing.","determine","to_VPeventive","passive","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t determined to have a particular thing.","determine","to_VPstative","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t diagnosed to have a particular thing.","diagnose","to_VPstative","passive","negative","False",0.1,0.1,0.1,0.210818510677892,10
"A particular person wasn\'t directed to have a particular thing.","direct","to_VPstative","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t disallowed to do a particular thing.","disallow","to_VPeventive","passive","negative","False",0.55,0.2,0.15,0.283823106098773,10
"A particular person wasn\'t disallowed to have a particular thing.","disallow","to_VPstative","passive","negative","False",0.5,0.15,0.15,0.235702260395516,10
"A particular person wasn\'t disappointed to do a particular thing.","disappoint","to_VPeventive","passive","negative","False",0.85,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t disappointed to have a particular thing.","disappoint","to_VPstative","passive","negative","False",0.95,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t disciplined to do a particular thing.","discipline","to_VPeventive","passive","negative","False",0.25,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t disclosed to have a particular thing.","disclose","to_VPstative","passive","negative","False",0.4,0.2,0.2,0.316227766016838,10
"A particular person wasn\'t discovered to have a particular thing.","discover","to_VPstative","passive","negative","False",0.15,0.1,0.15,0.241522945769824,10
"A particular person wasn\'t disgraced to have a particular thing.","disgrace","to_VPstative","passive","negative","False",0.85,0.15,0.1,0.241522945769824,10
"A particular person wasn\'t disgruntled to have a particular thing.","disgruntle","to_VPstative","passive","negative","False",0.8,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t disgusted to do a particular thing.","disgust","to_VPeventive","passive","negative","False",0.7,0.2,0.2,0.349602949390051,10
"A particular person wasn\'t disgusted to have a particular thing.","disgust","to_VPstative","passive","negative","False",0.9,0.2,0.1,0.316227766016838,10
"A particular person wasn\'t disheartened to do a particular thing.","dishearten","to_VPeventive","passive","negative","False",0.7,0.2,0.2,0.349602949390051,10
"A particular person wasn\'t dispatched to do a particular thing.","dispatch","to_VPeventive","passive","negative","False",0.05,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t displeased to do a particular thing.","displease","to_VPeventive","passive","negative","False",0.65,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t displeased to have a particular thing.","displease","to_VPstative","passive","negative","False",0.95,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t dissatisfied to have a particular thing.","dissatisfy","to_VPstative","passive","negative","False",0.722222222222222,0.166666666666667,0.166666666666667,0.263523138347365,9
"A particular person wasn\'t distrusted to do a particular thing.","distrust","to_VPeventive","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t disturbed to have a particular thing.","disturb","to_VPstative","passive","negative","False",0.8,0.2,0.2,0.349602949390051,10
"A particular person wasn\'t documented to have a particular thing.","document","to_VPstative","passive","negative","False",0.4,0.2,0.2,0.316227766016838,10
"A particular person wasn\'t doubted to do a particular thing.","doubt","to_VPeventive","passive","negative","False",0.55,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t doubted to have a particular thing.","doubt","to_VPstative","passive","negative","False",0.65,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t drawn to do a particular thing.","draw","to_VPeventive","passive","negative","False",0.35,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t duped to do a particular thing.","dupe","to_VPeventive","passive","negative","False",0.2,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t educated to do a particular thing.","educate","to_VPeventive","passive","negative","False",0.55,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t elated to do a particular thing.","elate","to_VPeventive","passive","negative","False",0.8,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t elated to have a particular thing.","elate","to_VPstative","passive","negative","False",0.95,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t elected to do a particular thing.","elect","to_VPeventive","passive","negative","False",0.15,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t elected to have a particular thing.","elect","to_VPstative","passive","negative","False",0.3,0.2,0.201249999999999,0.349602949390051,10
"A particular person wasn\'t embarrassed to do a particular thing.","embarrass","to_VPeventive","passive","negative","False",0.75,0.15,0.15,0.263523138347365,10
"A particular person wasn\'t embarrassed to have a particular thing.","embarrass","to_VPstative","passive","negative","False",0.85,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t emboldened to have a particular thing.","embolden","to_VPstative","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t employed to do a particular thing.","employ","to_VPeventive","passive","negative","False",0.2,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t encouraged to do a particular thing.","encourage","to_VPeventive","passive","negative","False",0.4,0.1,0.1,0.210818510677892,10
"A particular person wasn\'t encouraged to have a particular thing.","encourage","to_VPstative","passive","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t endorsed to have a particular thing.","endorse","to_VPstative","passive","negative","False",0.5,0.15,0.15,0.235702260395516,10
"A particular person wasn\'t energized to do a particular thing.","energize","to_VPeventive","passive","negative","False",0.5,0.2,0.2,0.333333333333333,10
"A particular person wasn\'t energized to have a particular thing.","energize","to_VPstative","passive","negative","False",0.55,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t engaged to do a particular thing.","engage","to_VPeventive","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t enlightened to do a particular thing.","enlighten","to_VPeventive","passive","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t enlightened to have a particular thing.","enlighten","to_VPstative","passive","negative","False",0.4,0.2,0.2,0.316227766016838,10
"A particular person wasn\'t enlisted to do a particular thing.","enlist","to_VPeventive","passive","negative","False",0.15,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t enraged to do a particular thing.","enrage","to_VPeventive","passive","negative","False",0.55,0.25125,0.25,0.437797517885457,10
"A particular person wasn\'t enraged to have a particular thing.","enrage","to_VPstative","passive","negative","False",0.65,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t ensured to do a particular thing.","ensure","to_VPeventive","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t ensured to have a particular thing.","ensure","to_VPstative","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t enthralled to do a particular thing.","enthrall","to_VPeventive","passive","negative","False",0.65,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t enthralled to have a particular thing.","enthrall","to_VPstative","passive","negative","False",0.8,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t enthused to do a particular thing.","enthuse","to_VPeventive","passive","negative","False",0.65,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t enthused to have a particular thing.","enthuse","to_VPstative","passive","negative","False",0.8,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t enticed to do a particular thing.","entice","to_VPeventive","passive","negative","False",0.2,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t enticed to have a particular thing.","entice","to_VPstative","passive","negative","False",0.388888888888889,0.222222222222222,0.222222222222222,0.333333333333333,9
"A particular person wasn\'t envied to have a particular thing.","envy","to_VPstative","passive","negative","False",0.75,0.25,0.2,0.353553390593274,10
"A particular person wasn\'t envisioned to do a particular thing.","envision","to_VPeventive","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t envisioned to have a particular thing.","envision","to_VPstative","passive","negative","False",0.4,0.2,0.2,0.316227766016838,10
"A particular person wasn\'t estimated to have a particular thing.","estimate","to_VPstative","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t excited to do a particular thing.","excite","to_VPeventive","passive","negative","False",0.7,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t excited to have a particular thing.","excite","to_VPstative","passive","negative","False",0.85,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t excused to do a particular thing.","excuse","to_VPeventive","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t exhilarated to do a particular thing.","exhilarate","to_VPeventive","passive","negative","False",0.5,0.2,0.2,0.333333333333333,10
"A particular person wasn\'t exhilarated to have a particular thing.","exhilarate","to_VPstative","passive","negative","False",0.7,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t expected to do a particular thing.","expect","to_VPeventive","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t expected to have a particular thing.","expect","to_VPstative","passive","negative","False",0.45,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t exploited to do a particular thing.","exploit","to_VPeventive","passive","negative","False",0.3,0.15,0.15,0.258198889747161,10
"A particular person wasn\'t fancied to do a particular thing.","fancy","to_VPeventive","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t fancied to have a particular thing.","fancy","to_VPstative","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t fantasized to have a particular thing.","fantasize","to_VPstative","passive","negative","False",0.6,0.1,0.15,0.210818510677892,10
"A particular person wasn\'t feared to have a particular thing.","fear","to_VPstative","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t figured out to have a particular thing.","figure_out","to_VPstative","passive","negative","False",0.35,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t flattered to do a particular thing.","flatter","to_VPeventive","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t flattered to have a particular thing.","flatter","to_VPstative","passive","negative","False",0.85,0.2,0.15,0.337474278855276,10
"A particular person wasn\'t flustered to do a particular thing.","fluster","to_VPeventive","passive","negative","False",0.75,0.2,0.2,0.353553390593274,10
"A particular person wasn\'t flustered to have a particular thing.","fluster","to_VPstative","passive","negative","False",0.8,0.2,0.2,0.349602949390051,10
"A particular person wasn\'t fooled to do a particular thing.","fool","to_VPeventive","passive","negative","False",0.1,0.1,0.15,0.210818510677892,10
"A particular person wasn\'t forbidden to do a particular thing.","forbid","to_VPeventive","passive","negative","False",0.55,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t forbidden to have a particular thing.","forbid","to_VPstative","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t forced to do a particular thing.","force","to_VPeventive","passive","negative","False",0.35,0.15,0.1,0.241522945769824,10
"A particular person wasn\'t forced to have a particular thing.","force","to_VPstative","passive","negative","False",0.5,0,0,0,10
"A particular person wasn\'t foreseen to do a particular thing.","foresee","to_VPeventive","passive","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t foreseen to have a particular thing.","foresee","to_VPstative","passive","negative","False",0.35,0.15,0.101249999999999,0.241522945769824,10
"A particular person wasn\'t foretold to have a particular thing.","foretell","to_VPstative","passive","negative","False",0.35,0.15,0.101249999999999,0.241522945769824,10
"A particular person wasn\'t forgotten to have a particular thing.","forget","to_VPstative","passive","negative","False",0.65,0.2,0.2,0.337474278855276,10
"A particular person wasn\'t found out to have a particular thing.","find_out","to_VPstative","passive","negative","False",0.45,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t found to have a particular thing.","find","to_VPstative","passive","negative","False",0.05,0.05,0.1,0.158113883008419,10
"A particular person wasn\'t freaked out to have a particular thing.","freak_out","to_VPstative","passive","negative","False",0.95,0.1,0.05,0.158113883008419,10
"A particular person wasn\'t frightened to do a particular thing.","frighten","to_VPeventive","passive","negative","False",0.55,0.15,0.15,0.283823106098773,10
"A particular person wasn\'t frightened to have a particular thing.","frighten","to_VPstative","passive","negative","False",0.65,0.15,0.15,0.241522945769824,10
"A particular person wasn\'t frustrated to have a particular thing.","frustrate","to_VPstative","passive","negative","False",0.75,0.2,0.2,0.353553390593274,10
"A particular person wasn\'t fuelled to do a particular thing.","fuel","to_VPeventive","passive","negative","False",0.4,0.2,0.151249999999999,0.316227766016838,10
"A particular person wasn\'t glimpsed to have a particular thing.","glimpse","to_VPstative","passive","negative","False",0.4,0.15,0.1,0.210818510677892,10
"A particular person wasn\'t glorified to have a particular thing.","glorify","to_VPstative","passive","negative","False",0.6,0.1,0.15,0.210818510677892,10
